Data da venda,Nome Produto,Categoria do produto,Valor unitário,Quantidade vendida,Nome do cliente,Faixa etária do cliente,Gênero do cliente,Localização da compra
2024-09-30 01:35:34.783098,Coxinha Vegana,Salgados,10.2,3,Sean Kane,46-55,Outro,Paraná
2024-09-19 20:52:25.113698,Café Orgânico,Cafés Especiais,14.5,3,Rebecca Hoover,26-35,Masculino,São Paulo
2024-04-24 12:50:16.569510,Café Orgânico,Cafés Especiais,14.5,3,Joel Jackson,18-25,Outro,Online
2024-10-17 14:29:29.125491,Café Orgânico,Cafés Especiais,14.5,4,Michael Nixon,26-35,Outro,Online
2024-04-15 04:48:26.450015,Café Robusta,Cafés Especiais,10.9,3,Jim Newton,18-25,Masculino,Brasília
2024-02-28 08:16:50.483484,Coxinha Vegana,Salgados,10.2,1,Miss Tina Gordon,56+,Outro,Brasília
2024-02-23 02:19:34.606383,Coxinha Vegana,Salgados,10.2,1,Keith Meadows,46-55,Outro,São Paulo
2024-07-16 05:04:31.638334,Café Orgânico,Cafés Especiais,14.5,3,Ashley Malone,46-55,Masculino,Online
2024-07-09 05:34:33.191993,Café Orgânico,Cafés Especiais,14.5,1,Jordan Chambers,26-35,Feminino,São Paulo
2024-02-24 22:37:26.525470,Chá de Hibisco,Chás Artesanais,9.2,4,Dr. Hannah Patterson,26-35,Masculino,Online
2024-04-15 19:41:35.179373,Bolo de Cenoura,Doces,9.9,1,Bianca Wood,18-25,Outro,Paraná
2024-01-16 07:38:18.389467,Chá Verde,Chás Artesanais,8.5,4,Michael Mitchell,36-45,Outro,São Paulo
2024-01-15 07:37:19.215244,Café Orgânico,Cafés Especiais,14.5,2,Cody Farmer,18-25,Feminino,Paraná
2024-01-10 20:22:00.929308,Café Arábica,Cafés Especiais,12.9,2,Melissa Bishop,26-35,Outro,Online
2024-01-02 12:05:16.850898,Coxinha Vegana,Salgados,10.2,2,Kevin Price,36-45,Masculino,Paraná
2024-03-30 05:16:13.459779,Coxinha Vegana,Salgados,10.2,2,Cristian Santos,26-35,Outro,São Paulo
2024-05-04 11:01:02.458100,Brownie,Doces,7.5,1,Amber Walker,56+,Outro,Paraná
2024-07-07 15:58:12.056213,Chá Verde,Chás Artesanais,8.5,3,Theresa Woods,18-25,Outro,Brasília
2024-05-27 00:31:19.844565,Quiche de Alho-poró,Salgados,11.0,1,Jacob Santos,18-25,Feminino,Brasília
2024-03-27 18:26:09.066136,Quiche de Alho-poró,Salgados,11.0,4,Mr. Jeffrey Horton,56+,Feminino,São Paulo
2024-04-08 13:48:34.210244,Café Robusta,Cafés Especiais,10.9,1,Joseph Woodward,36-45,Outro,Brasília
2024-04-27 10:56:51.197055,Café Robusta,Cafés Especiais,10.9,1,Michael Martin,46-55,Outro,São Paulo
2024-05-13 20:35:42.216516,Café Robusta,Cafés Especiais,10.9,4,Daniel Wagner,18-25,Feminino,Brasília
2024-10-13 04:04:51.678827,Café Robusta,Cafés Especiais,10.9,2,Shannon Walker,56+,Masculino,Online
2024-01-16 10:17:55.486446,Brownie,Doces,7.5,2,Emily Nelson,46-55,Masculino,Brasília
2024-08-16 10:28:44.366280,Café Orgânico,Cafés Especiais,14.5,2,Richard Gordon,46-55,Masculino,Online
2024-03-16 16:55:48.138837,Chá de Hibisco,Chás Artesanais,9.2,3,Carlos Ryan,26-35,Outro,Online
2024-11-08 08:55:54.041722,Chá de Camomila,Chás Artesanais,8.9,4,Mary Houston,46-55,Feminino,Paraná
2024-08-13 08:17:39.859648,Café Orgânico,Cafés Especiais,14.5,4,Dr. Julie Miller,18-25,Masculino,Paraná
2024-01-07 04:27:42.178898,Chá de Camomila,Chás Artesanais,8.9,1,Jack Moore,26-35,Feminino,Brasília
2024-08-20 15:22:55.822385,Café Robusta,Cafés Especiais,10.9,3,Amber Vang,18-25,Outro,Brasília
2024-12-03 03:04:58.101700,Coxinha Vegana,Salgados,10.2,2,Kimberly Nguyen,46-55,Feminino,Online
2024-01-24 04:55:25.956963,Chá Verde,Chás Artesanais,8.5,3,Vanessa Santiago,18-25,Masculino,Brasília
2024-01-18 14:27:04.262807,Chá de Camomila,Chás Artesanais,8.9,4,Donna Landry,26-35,Outro,São Paulo
2024-05-22 16:40:33.300487,Coxinha Vegana,Salgados,10.2,4,Jennifer Parks,56+,Feminino,Paraná
2024-02-15 13:00:15.721706,Brownie,Doces,7.5,1,Tammy Boone,46-55,Feminino,São Paulo
2024-07-12 08:15:29.164197,Cookie,Doces,6.8,1,Laura Lee,36-45,Feminino,Brasília
2024-08-16 13:12:28.217352,Café Arábica,Cafés Especiais,12.9,4,Ethan Adams,36-45,Feminino,São Paulo
2024-11-08 08:41:20.287211,Brownie,Doces,7.5,2,Penny Gomez MD,46-55,Masculino,Online
2024-12-12 03:02:50.608474,Café Orgânico,Cafés Especiais,14.5,2,Lindsay Martinez,56+,Masculino,São Paulo
2024-12-05 14:22:24.413284,Empada de Palmito,Salgados,9.8,3,Michelle Ho,18-25,Outro,Paraná
2024-05-18 18:58:10.452492,Empada de Palmito,Salgados,9.8,4,John Lowe,46-55,Outro,Brasília
2024-07-11 01:21:24.366006,Chá de Camomila,Chás Artesanais,8.9,4,Mr. Jeffrey Horton,36-45,Feminino,Brasília
2024-04-07 13:08:55.632966,Chá de Hibisco,Chás Artesanais,9.2,2,Austin Osborne,26-35,Masculino,Paraná
2024-01-24 07:55:25.591724,Café Robusta,Cafés Especiais,10.9,2,Christian Dawson,18-25,Feminino,Paraná
2024-08-13 00:21:49.856134,Café Orgânico,Cafés Especiais,14.5,4,Curtis Watson,46-55,Feminino,Paraná
2024-03-03 22:34:00.877135,Café Arábica,Cafés Especiais,12.9,1,Steven Carrillo,26-35,Outro,Paraná
2024-09-01 16:15:44.015266,Chá Verde,Chás Artesanais,8.5,4,Raymond Johnson,46-55,Outro,Online
2024-05-28 20:51:37.763078,Coxinha Vegana,Salgados,10.2,4,Arthur Mcneil,26-35,Outro,Online
2024-03-29 18:56:56.076542,Coxinha Vegana,Salgados,10.2,2,Joann Glass,56+,Masculino,Online
2024-09-18 11:55:06.626661,Café Robusta,Cafés Especiais,10.9,2,Monica Ellis,46-55,Outro,Online
2024-09-21 01:38:23.811739,Bolo de Cenoura,Doces,9.9,1,David Wright,18-25,Outro,Paraná
2024-03-19 08:01:01.517482,Quiche de Alho-poró,Salgados,11.0,1,Robert Chang,18-25,Outro,Brasília
2024-10-11 09:31:26.988316,Brownie,Doces,7.5,3,Angel Reilly,26-35,Masculino,São Paulo
2024-11-14 02:47:12.884435,Quiche de Alho-poró,Salgados,11.0,4,Amanda Perkins,18-25,Feminino,Online
2024-04-16 20:18:36.375721,Coxinha Vegana,Salgados,10.2,2,Lisa Guerra,26-35,Outro,Online
2024-05-22 09:41:15.064383,Chá Verde,Chás Artesanais,8.5,1,Sabrina Rodriguez,26-35,Outro,São Paulo
2024-09-30 18:15:39.741561,Chá Verde,Chás Artesanais,8.5,3,Eric Thomas,46-55,Outro,Online
2024-11-12 03:00:41.431188,Quiche de Alho-poró,Salgados,11.0,3,Maria Coleman,26-35,Feminino,Online
2024-05-27 11:41:43.489581,Chá de Hibisco,Chás Artesanais,9.2,2,John Mack,46-55,Masculino,Paraná
2024-09-03 19:10:27.462922,Café Arábica,Cafés Especiais,12.9,2,Christopher Morris,26-35,Masculino,Paraná
2024-09-06 09:55:53.928661,Chá Verde,Chás Artesanais,8.5,3,Chelsea Gill,18-25,Outro,São Paulo
2024-12-16 09:21:58.515172,Café Arábica,Cafés Especiais,12.9,1,Denise Davenport,26-35,Masculino,Brasília
2024-01-09 14:45:00.438623,Café Robusta,Cafés Especiais,10.9,3,Casey Chase,18-25,Outro,Online
2024-05-17 01:16:26.199499,Coxinha Vegana,Salgados,10.2,4,Brandon Smith,36-45,Outro,Brasília
2024-04-12 04:13:10.388176,Bolo de Cenoura,Doces,9.9,4,Vincent Smith,36-45,Masculino,Paraná
2024-07-29 11:28:39.882298,Café Arábica,Cafés Especiais,12.9,2,Matthew Schwartz,18-25,Masculino,Online
2024-07-03 23:17:52.093555,Brownie,Doces,7.5,1,Aaron Young,36-45,Outro,Online
2024-10-08 06:50:53.417849,Chá Verde,Chás Artesanais,8.5,1,Heather Bowers,36-45,Feminino,Paraná
2024-05-14 12:48:39.573462,Empada de Palmito,Salgados,9.8,4,Trevor Johnson,36-45,Outro,São Paulo
2024-07-01 17:42:29.127320,Brownie,Doces,7.5,3,Zachary Mendoza,36-45,Outro,São Paulo
2024-12-24 16:13:51.164594,Café Orgânico,Cafés Especiais,14.5,2,Charles Schultz,18-25,Masculino,Brasília
2024-12-20 20:13:32.142076,Empada de Palmito,Salgados,9.8,3,Michael Miles,36-45,Masculino,Paraná
2024-10-30 20:34:48.779006,Coxinha Vegana,Salgados,10.2,3,Leslie Hernandez,56+,Outro,Brasília
2024-09-08 16:29:27.645400,Cookie,Doces,6.8,3,Michael Sims,18-25,Masculino,Brasília
2024-09-07 23:47:47.922055,Quiche de Alho-poró,Salgados,11.0,1,Michael Henry,18-25,Masculino,Online
2024-11-07 00:42:41.858833,Empada de Palmito,Salgados,9.8,4,David Martinez,56+,Feminino,Paraná
2024-11-30 23:09:39.017486,Coxinha Vegana,Salgados,10.2,1,Samuel Keller,46-55,Outro,Paraná
2024-10-06 05:19:50.209776,Café Robusta,Cafés Especiais,10.9,4,Emma Reed,46-55,Feminino,Online
2024-10-29 11:41:02.531200,Brownie,Doces,7.5,2,Stephen Boyer,18-25,Masculino,Brasília
2024-04-25 05:43:17.099061,Chá de Hibisco,Chás Artesanais,9.2,2,Jason Rodriguez,36-45,Feminino,Brasília
2024-05-24 03:58:18.150568,Café Arábica,Cafés Especiais,12.9,3,Suzanne Jones,26-35,Masculino,São Paulo
2024-02-21 04:54:31.724566,Café Robusta,Cafés Especiais,10.9,4,Brenda Perez,26-35,Masculino,Online
2024-02-04 20:05:28.550256,Café Orgânico,Cafés Especiais,14.5,4,William Mason,36-45,Masculino,São Paulo
2024-07-11 23:24:28.389554,Bolo de Cenoura,Doces,9.9,4,Nicholas Long,46-55,Outro,Brasília
2024-10-14 03:26:00.856225,Chá de Camomila,Chás Artesanais,8.9,3,Brian Harris,18-25,Feminino,Brasília
2024-08-09 17:04:45.238359,Chá de Hibisco,Chás Artesanais,9.2,3,Zachary Ramos,18-25,Feminino,Paraná
2024-08-04 21:06:36.260955,Cookie,Doces,6.8,2,Dwayne Klein,26-35,Masculino,Paraná
2024-03-13 07:14:36.615140,Empada de Palmito,Salgados,9.8,1,Crystal Robinson,26-35,Outro,Online
2024-05-27 11:51:59.431064,Chá Verde,Chás Artesanais,8.5,4,Kim Morrow,56+,Masculino,Online
2024-03-23 01:44:27.998661,Empada de Palmito,Salgados,9.8,4,Joshua Perry,46-55,Outro,Brasília
2024-11-08 13:01:50.059318,Quiche de Alho-poró,Salgados,11.0,1,William Baker,56+,Outro,Paraná
2024-12-15 13:32:41.615112,Café Robusta,Cafés Especiais,10.9,4,Emily Reed,18-25,Outro,São Paulo
2024-08-11 02:08:39.140797,Brownie,Doces,7.5,3,Jessica Khan,26-35,Masculino,Paraná
2024-10-03 17:18:26.715419,Café Orgânico,Cafés Especiais,14.5,3,Paula Gentry,18-25,Feminino,Brasília
2024-05-22 17:24:14.680268,Cookie,Doces,6.8,4,Michael Phillips,36-45,Outro,Brasília
2024-07-01 10:33:21.182840,Cookie,Doces,6.8,3,Dr. Michael Evans,26-35,Outro,Online
2024-07-20 08:59:24.394934,Brownie,Doces,7.5,3,Kristin Andrews,36-45,Feminino,Brasília
2024-11-21 09:23:11.649412,Empada de Palmito,Salgados,9.8,4,Connie Lawrence,18-25,Masculino,São Paulo
2024-03-08 01:06:27.489892,Café Orgânico,Cafés Especiais,14.5,2,Randy Cannon,26-35,Feminino,Brasília
2024-12-30 08:12:59.177332,Brownie,Doces,7.5,1,James Moore,18-25,Outro,São Paulo
2024-02-08 02:21:15.072204,Chá Verde,Chás Artesanais,8.5,3,Elizabeth Hunter,26-35,Outro,São Paulo
2024-02-10 12:55:44.699228,Empada de Palmito,Salgados,9.8,2,Bailey Stewart,18-25,Outro,Brasília
2024-08-05 14:52:05.783003,Chá de Camomila,Chás Artesanais,8.9,3,Amanda Terrell,56+,Outro,Online
2024-03-30 20:11:45.715404,Bolo de Cenoura,Doces,9.9,3,Nicole Williams,36-45,Masculino,Online
2024-06-21 08:16:06.675039,Café Arábica,Cafés Especiais,12.9,1,Reginald Morrow,26-35,Outro,Paraná
2024-04-06 20:56:22.090563,Café Robusta,Cafés Especiais,10.9,3,Melissa Bishop,36-45,Outro,São Paulo
2024-12-23 21:59:17.868392,Chá de Camomila,Chás Artesanais,8.9,1,Jasmine Beltran,26-35,Feminino,São Paulo
2024-09-21 05:29:32.369941,Chá Verde,Chás Artesanais,8.5,1,Wayne Weaver,18-25,Feminino,Paraná
2024-01-02 18:34:48.579431,Brownie,Doces,7.5,1,Douglas Vasquez,56+,Masculino,Online
2024-03-19 09:34:25.639142,Coxinha Vegana,Salgados,10.2,2,Natalie Malone,36-45,Outro,Online
2024-10-16 00:36:50.298782,Café Orgânico,Cafés Especiais,14.5,4,Kayla Rodriguez,18-25,Outro,Brasília
2024-01-22 11:47:00.913699,Café Orgânico,Cafés Especiais,14.5,2,Susan Torres,36-45,Outro,Paraná
2024-01-26 00:07:51.037666,Chá Verde,Chás Artesanais,8.5,4,Madison Poole,18-25,Masculino,Online
2024-07-10 13:09:40.186094,Coxinha Vegana,Salgados,10.2,4,Spencer Haynes,26-35,Feminino,Paraná
2024-04-14 05:30:25.550973,Café Robusta,Cafés Especiais,10.9,1,Linda Smith,46-55,Masculino,São Paulo
2024-03-23 16:01:14.629397,Café Arábica,Cafés Especiais,12.9,3,Paul Moreno,36-45,Masculino,Paraná
2024-06-23 14:44:50.445793,Quiche de Alho-poró,Salgados,11.0,1,Karen Fernandez,56+,Masculino,Brasília
2024-08-02 19:35:48.212324,Brownie,Doces,7.5,3,Maria Case,56+,Outro,Brasília
2024-05-28 05:20:05.552691,Empada de Palmito,Salgados,9.8,4,Angelica Clark,26-35,Outro,Paraná
2024-09-20 06:03:45.172290,Cookie,Doces,6.8,1,Justin Hurley,36-45,Masculino,São Paulo
2024-08-09 14:08:06.267470,Chá Verde,Chás Artesanais,8.5,3,William Miller,46-55,Feminino,Online
2024-01-27 09:28:43.935605,Café Orgânico,Cafés Especiais,14.5,2,Mr. Thomas Thompson,26-35,Masculino,Paraná
2024-05-02 21:28:33.308467,Empada de Palmito,Salgados,9.8,3,Curtis Campbell,26-35,Feminino,São Paulo
2024-02-03 09:02:02.998446,Coxinha Vegana,Salgados,10.2,1,Joshua Vance,26-35,Outro,Online
2024-09-10 08:52:47.424965,Café Robusta,Cafés Especiais,10.9,2,Julie Dominguez,56+,Masculino,Online
2024-04-17 16:07:05.373779,Café Orgânico,Cafés Especiais,14.5,3,Michael Cooper,26-35,Masculino,Paraná
2024-05-28 14:00:55.479086,Quiche de Alho-poró,Salgados,11.0,3,Erika Gonzalez,26-35,Masculino,Online
2024-10-29 21:28:00.259227,Coxinha Vegana,Salgados,10.2,3,Joseph Howard,56+,Masculino,Online
2024-10-10 13:47:31.469890,Chá Verde,Chás Artesanais,8.5,3,Daniel Brown,26-35,Feminino,Brasília
2024-06-28 06:43:48.602176,Brownie,Doces,7.5,3,Yvonne Burns,36-45,Outro,Brasília
2024-06-07 06:56:35.457128,Empada de Palmito,Salgados,9.8,2,Charles Hernandez,18-25,Outro,Brasília
2024-01-17 14:59:41.931515,Café Arábica,Cafés Especiais,12.9,4,Michele Holland,18-25,Masculino,São Paulo
2024-02-12 06:55:05.897853,Café Orgânico,Cafés Especiais,14.5,2,Jonathan Glass MD,36-45,Masculino,Paraná
2024-10-11 15:55:48.378512,Chá Verde,Chás Artesanais,8.5,2,Monica Brooks,26-35,Masculino,São Paulo
2024-01-16 01:35:29.039375,Empada de Palmito,Salgados,9.8,2,Mitchell Griffith,26-35,Outro,Paraná
2024-12-27 07:16:55.155910,Chá Verde,Chás Artesanais,8.5,4,Pamela Hill,36-45,Masculino,Online
2024-03-15 05:55:04.893585,Café Arábica,Cafés Especiais,12.9,1,Renee Mendez,36-45,Feminino,Brasília
2024-11-18 18:18:01.595430,Chá de Hibisco,Chás Artesanais,9.2,4,Jennifer Jones,56+,Feminino,Paraná
2024-11-14 09:05:41.588292,Cookie,Doces,6.8,2,Kurt Hancock,26-35,Outro,São Paulo
2024-02-26 22:11:29.880715,Café Robusta,Cafés Especiais,10.9,3,Tina Ballard,36-45,Outro,Paraná
2024-04-26 12:58:28.396223,Cookie,Doces,6.8,3,Eric Williams,26-35,Masculino,Brasília
2024-02-06 06:27:51.573325,Café Orgânico,Cafés Especiais,14.5,2,John Garcia,36-45,Feminino,Paraná
2024-03-20 01:17:29.868330,Chá de Hibisco,Chás Artesanais,9.2,3,Katherine Brown,46-55,Feminino,Paraná
2024-05-09 11:35:04.817614,Empada de Palmito,Salgados,9.8,2,Charles Shah,46-55,Outro,Paraná
2024-07-04 15:05:10.789764,Chá Verde,Chás Artesanais,8.5,3,Kathryn Lester,36-45,Masculino,Paraná
2024-07-27 12:22:32.495281,Empada de Palmito,Salgados,9.8,4,Matthew Foster,18-25,Feminino,Brasília
2024-11-05 02:54:54.268742,Coxinha Vegana,Salgados,10.2,1,Amber Cooper,26-35,Masculino,Online
2024-07-23 10:32:39.741240,Café Robusta,Cafés Especiais,10.9,1,Samantha Terry,46-55,Masculino,Online
2024-08-14 09:20:16.635158,Coxinha Vegana,Salgados,10.2,4,Cynthia Rowe,18-25,Masculino,Paraná
2024-10-30 03:22:10.414223,Brownie,Doces,7.5,4,Joyce Solis,26-35,Masculino,Brasília
2024-12-17 18:14:44.884415,Café Robusta,Cafés Especiais,10.9,2,Richard Cooper,36-45,Outro,Brasília
2024-04-20 01:21:11.234240,Empada de Palmito,Salgados,9.8,2,Emily Herrera,18-25,Feminino,Brasília
2024-10-16 03:41:41.884429,Bolo de Cenoura,Doces,9.9,2,David Reed,36-45,Feminino,São Paulo
2024-10-11 20:38:41.634416,Chá de Hibisco,Chás Artesanais,9.2,3,Emily Wilson,18-25,Masculino,Paraná
2024-03-27 12:20:55.044755,Cookie,Doces,6.8,2,Glenn Gallegos,26-35,Outro,Online
2024-11-29 22:06:59.371304,Bolo de Cenoura,Doces,9.9,4,Dylan Foster,26-35,Masculino,Paraná
2024-07-11 16:22:37.399993,Quiche de Alho-poró,Salgados,11.0,1,Shannon Walker,26-35,Feminino,Brasília
2024-03-18 17:28:36.158852,Café Orgânico,Cafés Especiais,14.5,3,Wayne Weaver,26-35,Outro,Online
2024-08-12 10:49:53.801843,Quiche de Alho-poró,Salgados,11.0,2,Patricia Williams,26-35,Outro,Online
2024-02-07 01:04:23.040123,Chá de Hibisco,Chás Artesanais,9.2,3,Kristen Rowe,26-35,Masculino,São Paulo
2024-09-09 09:16:11.566205,Chá de Hibisco,Chás Artesanais,9.2,3,Brandon Montgomery,36-45,Feminino,Online
2024-10-27 19:25:50.509813,Quiche de Alho-poró,Salgados,11.0,2,Julian Williams,18-25,Outro,Online
2024-12-28 03:04:22.505932,Café Arábica,Cafés Especiais,12.9,3,Brenda Perez,18-25,Outro,Online
2024-01-24 22:10:05.930033,Quiche de Alho-poró,Salgados,11.0,1,Tina Sanders,26-35,Masculino,Brasília
2024-07-28 06:24:57.367076,Café Orgânico,Cafés Especiais,14.5,4,Karla Ramos,18-25,Outro,Paraná
2024-09-17 01:07:58.774419,Empada de Palmito,Salgados,9.8,4,Lawrence Harrington,18-25,Masculino,Online
2024-04-03 04:24:10.466284,Chá de Camomila,Chás Artesanais,8.9,1,Jonathan Lawrence,18-25,Feminino,Paraná
2024-05-27 08:58:27.848167,Brownie,Doces,7.5,3,Paul Wilson,46-55,Masculino,Paraná
2024-07-28 06:00:06.883240,Chá Verde,Chás Artesanais,8.5,2,Shane Short,26-35,Feminino,Online
2024-06-02 22:00:14.592378,Chá de Hibisco,Chás Artesanais,9.2,3,Scott Thomas,26-35,Masculino,São Paulo
2024-10-21 16:11:43.263461,Chá de Camomila,Chás Artesanais,8.9,1,James Chapman,46-55,Outro,São Paulo
2024-08-27 12:42:56.242688,Café Arábica,Cafés Especiais,12.9,3,Bobby Guerrero,36-45,Masculino,Brasília
2024-08-22 19:54:38.135253,Bolo de Cenoura,Doces,9.9,4,Allison Hill,18-25,Outro,São Paulo
2024-09-29 19:38:27.422900,Chá Verde,Chás Artesanais,8.5,3,Brian Hunt,26-35,Masculino,São Paulo
2024-10-04 07:19:20.983735,Cookie,Doces,6.8,1,Timothy Andrews,18-25,Outro,São Paulo
2024-02-02 18:40:45.658395,Café Orgânico,Cafés Especiais,14.5,4,Karen Johnson,26-35,Feminino,Brasília
2024-02-22 22:46:26.039975,Cookie,Doces,6.8,3,Phillip Miller,26-35,Feminino,Brasília
2024-07-30 00:39:54.562871,Empada de Palmito,Salgados,9.8,3,Cassie Brock,36-45,Outro,Brasília
2024-07-26 12:22:39.828351,Chá de Camomila,Chás Artesanais,8.9,4,Lori Alvarez,18-25,Masculino,Brasília
2024-07-25 00:09:57.927506,Empada de Palmito,Salgados,9.8,2,Zachary Mitchell,18-25,Masculino,São Paulo
2024-10-08 02:12:08.999276,Quiche de Alho-poró,Salgados,11.0,4,Jacob Obrien,46-55,Masculino,Online
2024-07-26 21:48:35.585194,Empada de Palmito,Salgados,9.8,2,Eric Henry Jr.,18-25,Masculino,Online
2024-11-08 03:47:02.591210,Café Robusta,Cafés Especiais,10.9,1,Jose Ramirez,56+,Outro,Online
2024-11-21 22:03:26.005571,Café Robusta,Cafés Especiais,10.9,1,Gina Moore,18-25,Feminino,Brasília
2024-11-02 04:32:49.598134,Chá de Hibisco,Chás Artesanais,9.2,4,Michael Hill,18-25,Outro,Paraná
2024-03-22 08:19:16.956934,Chá de Camomila,Chás Artesanais,8.9,4,Annette Melton,46-55,Masculino,Paraná
2024-10-10 03:07:28.310746,Café Orgânico,Cafés Especiais,14.5,1,Kyle Watkins,18-25,Feminino,Paraná
2024-07-24 06:59:30.147848,Café Arábica,Cafés Especiais,12.9,2,Christopher Davis,26-35,Masculino,Online
2024-01-20 04:21:33.024704,Empada de Palmito,Salgados,9.8,1,Samantha Robertson,18-25,Feminino,Online
2024-01-09 05:32:26.899013,Chá de Hibisco,Chás Artesanais,9.2,4,Levi Lopez,56+,Feminino,São Paulo
2024-02-26 21:50:59.542671,Café Arábica,Cafés Especiais,12.9,1,Brian Fitzgerald,36-45,Masculino,Paraná
2024-06-15 11:38:23.429606,Empada de Palmito,Salgados,9.8,4,Lauren Walker,26-35,Masculino,Paraná
2024-11-21 03:36:38.788432,Empada de Palmito,Salgados,9.8,4,Kim Morrow,36-45,Outro,São Paulo
2024-03-04 15:12:21.214896,Café Orgânico,Cafés Especiais,14.5,1,Christine Zavala,18-25,Outro,Online
2024-07-24 19:11:26.472049,Bolo de Cenoura,Doces,9.9,2,Marcus King,18-25,Outro,Online
2024-03-24 14:42:15.425176,Café Orgânico,Cafés Especiais,14.5,3,Laura Velez,36-45,Feminino,Paraná
2024-04-28 01:37:19.435093,Café Robusta,Cafés Especiais,10.9,1,Robert Griffin,36-45,Outro,São Paulo
2024-11-27 17:35:27.885854,Chá de Hibisco,Chás Artesanais,9.2,3,Patrick Mcneil,46-55,Feminino,São Paulo
2024-11-23 08:00:43.695031,Chá Verde,Chás Artesanais,8.5,1,Dylan Foster,18-25,Outro,Paraná
2024-08-27 17:15:50.588450,Coxinha Vegana,Salgados,10.2,3,Colin Terry,18-25,Outro,Brasília
2024-01-07 05:46:12.233889,Café Robusta,Cafés Especiais,10.9,2,David Walker,26-35,Feminino,São Paulo
2024-04-13 00:09:46.487494,Brownie,Doces,7.5,2,Gabrielle Davis,36-45,Masculino,Online
2024-05-05 23:36:32.031434,Quiche de Alho-poró,Salgados,11.0,1,Justin Foster,56+,Masculino,São Paulo
2024-08-30 12:40:01.641490,Chá de Camomila,Chás Artesanais,8.9,4,Ricky Palmer,26-35,Feminino,Online
2024-11-25 22:42:05.046974,Brownie,Doces,7.5,3,Michael Mckinney,46-55,Outro,São Paulo
2024-06-07 06:35:49.461513,Cookie,Doces,6.8,4,Beth Hall,26-35,Outro,Online
2024-10-20 22:54:28.246584,Café Orgânico,Cafés Especiais,14.5,4,Corey Johnson,26-35,Masculino,São Paulo
2024-05-28 16:51:43.949681,Chá de Hibisco,Chás Artesanais,9.2,4,Elizabeth French,36-45,Outro,Online
2024-07-17 01:34:26.765428,Café Robusta,Cafés Especiais,10.9,2,Penny Gomez MD,26-35,Feminino,Brasília
2024-08-29 01:14:22.337672,Quiche de Alho-poró,Salgados,11.0,1,Cameron Parker,26-35,Masculino,São Paulo
2024-07-19 01:41:18.173666,Bolo de Cenoura,Doces,9.9,1,Andrew Moreno,26-35,Feminino,Online
2024-05-05 08:51:27.187540,Cookie,Doces,6.8,2,Jessica Holmes,46-55,Feminino,Online
2024-12-03 06:30:39.970790,Quiche de Alho-poró,Salgados,11.0,2,Angel Gordon,36-45,Feminino,São Paulo
2024-07-24 18:55:26.069077,Chá Verde,Chás Artesanais,8.5,1,Lori Mitchell,36-45,Feminino,São Paulo
2024-02-05 05:31:57.658220,Chá de Hibisco,Chás Artesanais,9.2,4,Curtis Campbell,18-25,Outro,Brasília
2024-11-18 00:52:49.234742,Chá de Hibisco,Chás Artesanais,9.2,3,Darlene Miller,26-35,Masculino,Brasília
2024-10-21 06:41:27.891152,Café Robusta,Cafés Especiais,10.9,3,William David DDS,26-35,Feminino,Online
2024-05-02 12:26:13.388884,Empada de Palmito,Salgados,9.8,3,Kristen Rowe,26-35,Outro,Online
2024-02-13 10:13:01.699038,Cookie,Doces,6.8,4,James Todd,46-55,Feminino,Paraná
2024-10-10 08:09:23.642835,Café Arábica,Cafés Especiais,12.9,1,Christopher Morris,26-35,Feminino,Brasília
2024-02-24 17:13:36.592300,Café Arábica,Cafés Especiais,12.9,2,Cody Reid,26-35,Feminino,Online
2024-10-09 17:17:45.450350,Chá de Hibisco,Chás Artesanais,9.2,1,Heather Nunez,18-25,Masculino,Online
2024-04-09 08:00:40.120803,Empada de Palmito,Salgados,9.8,4,Hannah Everett,26-35,Masculino,São Paulo
2024-11-07 21:31:00.460302,Cookie,Doces,6.8,2,Donna Frye,18-25,Outro,Online
2024-02-29 06:48:14.391594,Brownie,Doces,7.5,4,Ryan Gonzalez,46-55,Masculino,São Paulo
2024-01-01 11:22:50.120316,Quiche de Alho-poró,Salgados,11.0,3,Michael Blair,18-25,Masculino,Paraná
2024-07-06 16:19:54.009457,Coxinha Vegana,Salgados,10.2,3,Heather Ellis,18-25,Masculino,São Paulo
2024-11-27 22:32:18.629769,Coxinha Vegana,Salgados,10.2,4,Christina Walters,46-55,Feminino,Paraná
2024-12-30 01:01:17.272372,Chá Verde,Chás Artesanais,8.5,2,Megan Adams,36-45,Masculino,São Paulo
2024-12-23 13:52:23.783292,Café Orgânico,Cafés Especiais,14.5,2,Justin Walker,36-45,Outro,São Paulo
2024-03-14 03:19:56.738160,Café Orgânico,Cafés Especiais,14.5,1,Nicolas James,46-55,Outro,Brasília
2024-03-11 17:34:21.931049,Chá de Hibisco,Chás Artesanais,9.2,3,Dale Wright,36-45,Outro,Online
2024-10-27 02:37:00.801740,Café Orgânico,Cafés Especiais,14.5,1,Taylor Taylor,36-45,Outro,Online
2024-01-10 19:19:10.105928,Chá de Hibisco,Chás Artesanais,9.2,1,Maria Brown,56+,Outro,Paraná
2024-05-16 23:12:10.640640,Café Arábica,Cafés Especiais,12.9,4,George Ochoa,26-35,Feminino,Brasília
2024-08-24 17:49:08.318896,Cookie,Doces,6.8,4,Nicholas Fitzgerald,18-25,Masculino,Paraná
